1.3589 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'pyo', 'pygame'] (in that order).
12.1953 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Ready for next trial?\n\npress space bar.', units='height', win=Window(...), wrapWidth=1)
12.2208 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
12.2311 	EXP 	Sound sound_3 set volume 1.000
12.2470 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Ready for next trial?\n\npress space bar.', units='height', win=Window(...), wrapWidth=1)
12.2731 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='The test is over!\n\nThank you so much!!', units='height', win=Window(...), wrapWidth=1)
12.2976 	EXP 	text: autoDraw = True
12.9160 	EXP 	Imported condition_practice.csv as conditions, 5 conditions, 4 params
12.9182 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
12.9187 	EXP 	New trial (rep=0, index=0): OrderedDict([('sndfile', './stimuli_1/tmp/vweak_105_1.wav'), ('tempo', 105), ('cond', 'veryweak'), ('delay', 1.91267155)])
12.9528 	DATA 	Keypress: space
12.9725 	EXP 	text: autoDraw = False
18.5978 	DATA 	Keypress: space
19.0648 	DATA 	Keypress: space
19.6314 	DATA 	Keypress: space
20.2487 	DATA 	Keypress: space
20.7983 	DATA 	Keypress: space
21.3824 	DATA 	Keypress: space
21.9825 	DATA 	Keypress: space
22.5654 	DATA 	Keypress: space
23.1650 	DATA 	Keypress: space
23.7825 	DATA 	Keypress: space
25.9034 	EXP 	text_2: autoDraw = True
26.4153 	EXP 	New trial (rep=0, index=1): OrderedDict([('sndfile', './stimuli_1/tmp/medium_110_1.wav'), ('tempo', 110), ('cond', 'medium'), ('delay', 1.222685394)])
26.4344 	DATA 	Keypress: space
26.4470 	EXP 	text_2: autoDraw = False
28.0836 	DATA 	Keypress: space
28.7503 	DATA 	Keypress: space
29.3326 	DATA 	Keypress: space
29.9904 	DATA 	Keypress: space
30.5495 	DATA 	Keypress: space
31.1003 	DATA 	Keypress: space
31.6507 	DATA 	Keypress: space
32.2677 	DATA 	Keypress: space
32.8336 	DATA 	Keypress: space
33.4172 	DATA 	Keypress: space
33.9835 	DATA 	Keypress: space
34.5259 	DATA 	Keypress: space
35.1674 	DATA 	Keypress: space
35.7675 	DATA 	Keypress: space
36.3673 	DATA 	Keypress: space
36.9171 	DATA 	Keypress: space
38.6656 	EXP 	text_2: autoDraw = True
39.2362 	DATA 	Keypress: space
39.2504 	EXP 	New trial (rep=0, index=2): OrderedDict([('sndfile', './stimuli_1/tmp/strong_90_1.wav'), ('tempo', 90), ('cond', 'strong'), ('delay', 1.013023596)])
39.2825 	EXP 	text_2: autoDraw = False
40.7183 	DATA 	Keypress: space
41.1854 	DATA 	Keypress: space
41.9600 	DATA 	Keypress: space
42.6353 	DATA 	Keypress: space
43.3357 	DATA 	Keypress: space
44.0361 	DATA 	Keypress: space
44.7187 	DATA 	Keypress: space
45.4356 	DATA 	Keypress: space
46.1618 	DATA 	Keypress: space
46.8187 	DATA 	Keypress: space
47.5614 	DATA 	Keypress: space
48.2533 	DATA 	Keypress: space
48.9690 	DATA 	Keypress: space
49.6864 	DATA 	Keypress: space
51.2847 	EXP 	text_2: autoDraw = True
51.7862 	EXP 	New trial (rep=0, index=3): OrderedDict([('sndfile', './stimuli_1/tmp/medium_100_1.wav'), ('tempo', 100), ('cond', 'medium'), ('delay', 1.797198505)])
51.8061 	DATA 	Keypress: space
51.8171 	EXP 	text_2: autoDraw = False
54.1706 	DATA 	Keypress: space
54.9046 	DATA 	Keypress: space
55.4873 	DATA 	Keypress: space
56.0814 	DATA 	Keypress: space
56.6713 	DATA 	Keypress: space
57.2711 	DATA 	Keypress: space
57.9879 	DATA 	Keypress: space
58.6546 	DATA 	Keypress: space
59.2817 	DATA 	Keypress: space
59.9717 	DATA 	Keypress: space
60.6311 	DATA 	Keypress: space
61.2385 	DATA 	Keypress: space
61.8555 	DATA 	Keypress: space
62.5213 	DATA 	Keypress: space
64.6427 	EXP 	text_2: autoDraw = True
65.0210 	EXP 	New trial (rep=0, index=4): OrderedDict([('sndfile', './stimuli_1/tmp/medium_110_1.wav'), ('tempo', 110), ('cond', 'medium'), ('delay', 0.970866786)])
65.0250 	DATA 	Keypress: space
65.0366 	EXP 	text_2: autoDraw = False
67.3059 	DATA 	Keypress: space
67.7799 	DATA 	Keypress: space
68.3400 	DATA 	Keypress: space
68.8899 	DATA 	Keypress: space
69.4568 	DATA 	Keypress: space
70.0064 	DATA 	Keypress: space
70.6735 	DATA 	Keypress: space
71.2462 	DATA 	Keypress: space
71.7903 	DATA 	Keypress: space
72.3169 	DATA 	Keypress: space
72.9072 	DATA 	Keypress: space
73.5240 	DATA 	Keypress: space
74.1414 	DATA 	Keypress: space
74.7239 	DATA 	Keypress: space
75.2823 	DATA 	Keypress: space
77.0055 	EXP 	text_2: autoDraw = True
77.3585 	DATA 	Keypress: space
77.3712 	EXP 	text_2: autoDraw = False
77.3712 	EXP 	text_5: autoDraw = True
82.9697 	EXP 	Imported condition_test_1.csv as conditions, 50 conditions, 4 params
82.9702 	EXP 	Created sequence: random, trialTypes=50, nReps=1, seed=None
82.9706 	EXP 	New trial (rep=0, index=0): OrderedDict([('sndfile', './stimuli_1/tmp/perfect_90_0.wav'), ('tempo', 90), ('cond', 'perfect'), ('delay', 1.6568604876231643)])
82.9855 	DATA 	Keypress: space
83.0059 	EXP 	text_5: autoDraw = False
85.5085 	DATA 	Keypress: space
85.9590 	DATA 	Keypress: space
86.6091 	DATA 	Keypress: space
87.3089 	DATA 	Keypress: space
87.9593 	DATA 	Keypress: space
88.6430 	DATA 	Keypress: space
89.3100 	DATA 	Keypress: space
89.9765 	DATA 	Keypress: space
90.6430 	DATA 	Keypress: space
91.2930 	DATA 	Keypress: space
92.3286 	DATA 	Keypress: escape
92.9554 	EXP 	window1: mouseVisible = True
