10.5690 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
12.0777 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='The test is over!\n\nThank you so much!!', units='height', win=Window(...), wrapWidth=1)
12.1033 	EXP 	text: autoDraw = True
31.2763 	DATA 	Keypress: space
31.2851 	EXP 	Imported condition_practice.csv as conditions, 5 conditions, 4 params
31.2856 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
31.2861 	EXP 	New trial (rep=0, index=0): OrderedDict([('sndfile', './stimuli_1/tmp/medium_110_1.wav'), ('tempo', 110), ('cond', 'medium'), ('delay', 1.222685394)])
31.3054 	EXP 	text: autoDraw = False
36.0087 	DATA 	Keypress: space
36.2698 	DATA 	Keypress: space
36.4331 	DATA 	Keypress: space
36.5498 	DATA 	Keypress: space
36.8759 	DATA 	Keypress: space
37.0425 	DATA 	Keypress: space
37.1757 	DATA 	Keypress: space
37.4433 	DATA 	Keypress: space
37.5924 	DATA 	Keypress: space
37.7424 	DATA 	Keypress: space
38.0263 	DATA 	Keypress: space
38.2097 	DATA 	Keypress: space
38.3595 	DATA 	Keypress: space
38.6260 	DATA 	Keypress: space
38.8167 	DATA 	Keypress: space
38.9522 	DATA 	Keypress: space
39.2093 	DATA 	Keypress: space
39.3765 	DATA 	Keypress: space
39.5093 	DATA 	Keypress: space
39.7762 	DATA 	Keypress: space
40.0098 	DATA 	Keypress: space
40.1596 	DATA 	Keypress: space
40.4015 	DATA 	Keypress: space
40.6093 	DATA 	Keypress: space
41.2760 	DATA 	Keypress: space
41.8097 	DATA 	Keypress: space
43.5310 	EXP 	text_2: autoDraw = True
44.8189 	DATA 	Keypress: space
44.8210 	EXP 	New trial (rep=0, index=1): OrderedDict([('sndfile', './stimuli_1/tmp/medium_100_1.wav'), ('tempo', 100), ('cond', 'medium'), ('delay', 1.797198505)])
44.8648 	EXP 	text_2: autoDraw = False
49.7450 	DATA 	Keypress: space
49.9605 	DATA 	Keypress: space
50.3325 	DATA 	Keypress: space
50.5846 	DATA 	Keypress: space
50.7697 	DATA 	Keypress: space
50.9866 	DATA 	Keypress: space
51.3020 	DATA 	Keypress: space
51.4868 	DATA 	Keypress: space
51.6882 	DATA 	Keypress: space
51.9715 	DATA 	Keypress: space
52.1680 	DATA 	Keypress: space
52.3360 	DATA 	Keypress: space
52.5880 	DATA 	Keypress: space
52.8019 	DATA 	Keypress: space
53.0015 	DATA 	Keypress: space
53.2704 	DATA 	Keypress: space
53.4856 	DATA 	Keypress: space
53.6855 	DATA 	Keypress: space
53.9187 	DATA 	Keypress: space
54.1118 	DATA 	Keypress: space
54.2952 	DATA 	Keypress: space
54.5285 	DATA 	Keypress: space
54.7452 	DATA 	Keypress: space
54.9524 	DATA 	Keypress: space
55.1843 	DATA 	Keypress: space
55.3951 	DATA 	Keypress: space
55.5949 	DATA 	Keypress: space
55.7958 	DATA 	Keypress: space
56.0121 	DATA 	Keypress: space
57.6276 	EXP 	text_2: autoDraw = True
58.8703 	DATA 	Keypress: space
58.8716 	EXP 	New trial (rep=0, index=2): OrderedDict([('sndfile', './stimuli_1/tmp/vweak_105_1.wav'), ('tempo', 105), ('cond', 'veryweak'), ('delay', 1.91267155)])
58.9003 	EXP 	text_2: autoDraw = False
63.8798 	DATA 	Keypress: space
64.0307 	DATA 	Keypress: space
64.2469 	DATA 	Keypress: space
64.4315 	DATA 	Keypress: space
64.6308 	DATA 	Keypress: space
64.7799 	DATA 	Keypress: space
64.9634 	DATA 	Keypress: space
65.1475 	DATA 	Keypress: space
65.3302 	DATA 	Keypress: space
65.5353 	DATA 	Keypress: space
65.7050 	DATA 	Keypress: space
65.8908 	DATA 	Keypress: space
66.0720 	DATA 	Keypress: space
66.2201 	DATA 	Keypress: space
66.4066 	DATA 	Keypress: space
66.5894 	DATA 	Keypress: space
66.7584 	DATA 	Keypress: space
66.9714 	DATA 	Keypress: space
67.1372 	DATA 	Keypress: space
67.3211 	DATA 	Keypress: space
67.5058 	DATA 	Keypress: space
67.7203 	DATA 	Keypress: space
67.8739 	DATA 	Keypress: space
68.0409 	DATA 	Keypress: space
68.2544 	DATA 	Keypress: space
68.4215 	DATA 	Keypress: space
68.5872 	DATA 	Keypress: space
68.7862 	DATA 	Keypress: space
68.9646 	DATA 	Keypress: space
69.1312 	DATA 	Keypress: space
69.3313 	DATA 	Keypress: space
69.5143 	DATA 	Keypress: space
69.6639 	DATA 	Keypress: space
69.8474 	DATA 	Keypress: space
70.0538 	DATA 	Keypress: space
71.7959 	EXP 	text_2: autoDraw = True
72.7145 	DATA 	Keypress: space
72.7165 	EXP 	New trial (rep=0, index=3): OrderedDict([('sndfile', './stimuli_1/tmp/medium_110_1.wav'), ('tempo', 110), ('cond', 'medium'), ('delay', 0.970866786)])
72.7292 	EXP 	text_2: autoDraw = False
74.1309 	DATA 	Keypress: space
77.1496 	DATA 	Keypress: space
77.3657 	DATA 	Keypress: space
77.5487 	DATA 	Keypress: space
77.7165 	DATA 	Keypress: space
77.8657 	DATA 	Keypress: space
78.0405 	DATA 	Keypress: space
78.2229 	DATA 	Keypress: space
78.4060 	DATA 	Keypress: space
78.5755 	DATA 	Keypress: space
78.7264 	DATA 	Keypress: space
78.9240 	DATA 	Keypress: space
79.1066 	DATA 	Keypress: space
79.2737 	DATA 	Keypress: space
79.5069 	DATA 	Keypress: space
79.6728 	DATA 	Keypress: space
79.8393 	DATA 	Keypress: space
80.0738 	DATA 	Keypress: space
80.2552 	DATA 	Keypress: space
80.4555 	DATA 	Keypress: space
80.6421 	DATA 	Keypress: space
80.8263 	DATA 	Keypress: space
80.9917 	DATA 	Keypress: space
81.1762 	DATA 	Keypress: space
81.3104 	DATA 	Keypress: space
81.4580 	DATA 	Keypress: space
81.6229 	DATA 	Keypress: space
81.7767 	DATA 	Keypress: space
81.9234 	DATA 	Keypress: space
82.0900 	DATA 	Keypress: space
82.2265 	DATA 	Keypress: space
82.5097 	DATA 	Keypress: space
82.8431 	DATA 	Keypress: space
83.0081 	DATA 	Keypress: space
84.7220 	EXP 	text_2: autoDraw = True
85.7402 	DATA 	Keypress: space
85.7414 	EXP 	New trial (rep=0, index=4): OrderedDict([('sndfile', './stimuli_1/tmp/strong_90_1.wav'), ('tempo', 90), ('cond', 'strong'), ('delay', 1.013023596)])
85.7709 	EXP 	text_2: autoDraw = False
87.2835 	DATA 	Keypress: space
88.4846 	DATA 	Keypress: space
88.6177 	DATA 	Keypress: space
89.1402 	DATA 	Keypress: space
89.2584 	DATA 	Keypress: space
89.8343 	DATA 	Keypress: space
89.9677 	DATA 	Keypress: space
90.1006 	DATA 	Keypress: space
90.5183 	DATA 	Keypress: space
90.6940 	DATA 	Keypress: space
90.7933 	DATA 	Keypress: space
91.2340 	DATA 	Keypress: space
91.4006 	DATA 	Keypress: space
91.5166 	DATA 	Keypress: space
91.9343 	DATA 	Keypress: space
92.0868 	DATA 	Keypress: space
92.2105 	DATA 	Keypress: space
92.6757 	DATA 	Keypress: space
92.8286 	DATA 	Keypress: space
92.9740 	DATA 	Keypress: space
93.3265 	DATA 	Keypress: space
93.4949 	DATA 	Keypress: space
93.6124 	DATA 	Keypress: space
94.0691 	DATA 	Keypress: space
94.2192 	DATA 	Keypress: space
94.3350 	DATA 	Keypress: space
94.7523 	DATA 	Keypress: space
94.9186 	DATA 	Keypress: space
95.0524 	DATA 	Keypress: space
95.4859 	DATA 	Keypress: space
95.6439 	DATA 	Keypress: space
95.7612 	DATA 	Keypress: space
96.1862 	DATA 	Keypress: space
96.3360 	DATA 	Keypress: space
97.7728 	EXP 	text_2: autoDraw = True
99.1606 	DATA 	Keypress: space
99.1893 	EXP 	text_2: autoDraw = False
99.1893 	EXP 	text_5: autoDraw = True
104.8320 	DATA 	Keypress: space
104.8388 	EXP 	Imported condition_test_1.csv as conditions, 50 conditions, 4 params
104.8393 	EXP 	Created sequence: random, trialTypes=50, nReps=1, seed=None
104.8397 	EXP 	New trial (rep=0, index=0): OrderedDict([('sndfile', './stimuli_1/tmp/weak_105_2.wav'), ('tempo', 105), ('cond', 'weak'), ('delay', 2.065051120273794)])
104.8595 	EXP 	text_5: autoDraw = False
109.3612 	DATA 	Keypress: space
109.4770 	DATA 	Keypress: space
109.6603 	DATA 	Keypress: space
109.7938 	DATA 	Keypress: space
109.9613 	DATA 	Keypress: space
110.1275 	DATA 	Keypress: space
110.2791 	DATA 	Keypress: space
110.4295 	DATA 	Keypress: space
110.7043 	DATA 	Keypress: space
110.8548 	DATA 	Keypress: space
111.0053 	DATA 	Keypress: space
111.1547 	DATA 	Keypress: space
111.2874 	DATA 	Keypress: space
111.4549 	DATA 	Keypress: space
111.6042 	DATA 	Keypress: space
111.7617 	DATA 	Keypress: space
111.9444 	DATA 	Keypress: space
112.0966 	DATA 	Keypress: space
112.2950 	DATA 	Keypress: space
112.4658 	DATA 	Keypress: space
112.6291 	DATA 	Keypress: space
112.8968 	DATA 	Keypress: space
113.1044 	DATA 	Keypress: space
113.2707 	DATA 	Keypress: space
113.4382 	DATA 	Keypress: space
113.6709 	DATA 	Keypress: space
113.8382 	DATA 	Keypress: space
114.0055 	DATA 	Keypress: space
114.1882 	DATA 	Keypress: space
114.3792 	DATA 	Keypress: space
114.5451 	DATA 	Keypress: space
114.7109 	DATA 	Keypress: space
114.8799 	DATA 	Keypress: space
114.9778 	DATA 	Keypress: space
115.1456 	DATA 	Keypress: space
115.2985 	DATA 	Keypress: space
115.4820 	DATA 	Keypress: space
115.6454 	DATA 	Keypress: space
115.7972 	DATA 	Keypress: space
115.9619 	DATA 	Keypress: space
116.1288 	DATA 	Keypress: space
116.2790 	DATA 	Keypress: space
117.9198 	EXP 	text_3: autoDraw = True
118.4308 	DATA 	Keypress: space
118.4322 	EXP 	New trial (rep=0, index=1): OrderedDict([('sndfile', './stimuli_1/tmp/strong_110_2.wav'), ('tempo', 110), ('cond', 'strong'), ('delay', 1.9369911731854192)])
118.4538 	EXP 	text_3: autoDraw = False
121.0903 	DATA 	Keypress: space
121.2972 	DATA 	Keypress: space
121.4661 	DATA 	Keypress: space
121.6390 	DATA 	Keypress: space
121.7893 	DATA 	Keypress: space
122.0225 	DATA 	Keypress: space
122.2059 	DATA 	Keypress: space
122.4903 	DATA 	Keypress: space
122.6566 	DATA 	Keypress: space
122.8492 	DATA 	Keypress: space
122.9827 	DATA 	Keypress: space
123.1454 	DATA 	Keypress: space
123.2819 	DATA 	Keypress: space
123.4647 	DATA 	Keypress: space
123.5794 	DATA 	Keypress: space
123.7303 	DATA 	Keypress: space
123.8828 	DATA 	Keypress: space
124.0498 	DATA 	Keypress: space
124.1963 	DATA 	Keypress: space
124.3153 	DATA 	Keypress: space
124.4985 	DATA 	Keypress: space
124.6647 	DATA 	Keypress: space
124.8136 	DATA 	Keypress: space
124.9506 	DATA 	Keypress: space
125.1137 	DATA 	Keypress: space
125.2667 	DATA 	Keypress: space
125.3834 	DATA 	Keypress: space
125.6157 	DATA 	Keypress: space
125.7999 	DATA 	Keypress: space
125.9469 	DATA 	Keypress: space
126.1644 	DATA 	Keypress: space
126.3295 	DATA 	Keypress: space
126.4833 	DATA 	Keypress: space
126.6314 	DATA 	Keypress: space
126.7994 	DATA 	Keypress: space
126.9824 	DATA 	Keypress: space
127.1484 	DATA 	Keypress: space
127.3801 	DATA 	Keypress: space
127.5648 	DATA 	Keypress: space
127.7307 	DATA 	Keypress: space
127.9147 	DATA 	Keypress: space
128.0828 	DATA 	Keypress: space
128.2672 	DATA 	Keypress: space
128.4006 	DATA 	Keypress: space
128.5500 	DATA 	Keypress: space
128.7137 	DATA 	Keypress: space
128.8806 	DATA 	Keypress: space
129.0312 	DATA 	Keypress: space
129.2152 	DATA 	Keypress: space
129.3801 	DATA 	Keypress: space
129.5304 	DATA 	Keypress: space
129.7138 	DATA 	Keypress: space
129.8808 	DATA 	Keypress: space
131.3825 	EXP 	text_3: autoDraw = True
132.0823 	DATA 	Keypress: space
132.0841 	EXP 	New trial (rep=0, index=2): OrderedDict([('sndfile', './stimuli_1/tmp/perfect_105_0.wav'), ('tempo', 105), ('cond', 'perfect'), ('delay', 2.376167666662905)])
132.1122 	EXP 	text_3: autoDraw = False
135.8011 	DATA 	Keypress: space
136.3351 	DATA 	Keypress: space
136.8916 	DATA 	Keypress: space
137.4590 	DATA 	Keypress: space
138.0258 	DATA 	Keypress: space
138.6010 	DATA 	Keypress: space
139.1594 	DATA 	Keypress: space
142.6088 	DATA 	Keypress: space
143.1933 	DATA 	Keypress: space
143.7268 	DATA 	Keypress: space
144.2765 	DATA 	Keypress: space
144.8530 	DATA 	Keypress: space
145.3843 	DATA 	Keypress: space
145.4810 	EXP 	text_3: autoDraw = True
146.8836 	DATA 	Keypress: space
146.8849 	EXP 	New trial (rep=0, index=3): OrderedDict([('sndfile', './stimuli_1/tmp/perfect_90_0.wav'), ('tempo', 90), ('cond', 'perfect'), ('delay', 1.6568604876231643)])
146.9146 	EXP 	text_3: autoDraw = False
149.9775 	DATA 	Keypress: space
150.6034 	DATA 	Keypress: space
151.2438 	DATA 	Keypress: space
151.8778 	DATA 	Keypress: space
152.5172 	DATA 	Keypress: space
153.1779 	DATA 	Keypress: space
153.8283 	DATA 	Keypress: space
154.4777 	DATA 	Keypress: space
155.1447 	DATA 	Keypress: space
155.8444 	DATA 	Keypress: space
156.5030 	DATA 	Keypress: space
157.1451 	DATA 	Keypress: space
157.7683 	DATA 	Keypress: space
158.4110 	DATA 	Keypress: space
159.0865 	DATA 	Keypress: space
159.5691 	EXP 	text_3: autoDraw = True
159.7187 	DATA 	Keypress: space
159.7199 	EXP 	New trial (rep=0, index=4): OrderedDict([('sndfile', './stimuli_1/tmp/strong_105_1.wav'), ('tempo', 105), ('cond', 'strong'), ('delay', 1.8750845453371756)])
159.7496 	EXP 	text_3: autoDraw = False
162.8029 	DATA 	Keypress: space
162.9792 	DATA 	Keypress: space
163.1633 	DATA 	Keypress: space
163.3129 	DATA 	Keypress: space
163.5127 	DATA 	Keypress: space
163.6634 	DATA 	Keypress: space
163.8133 	DATA 	Keypress: space
163.9793 	DATA 	Keypress: space
164.1535 	DATA 	Keypress: space
164.2855 	DATA 	Keypress: space
164.4537 	DATA 	Keypress: space
164.6221 	DATA 	Keypress: space
164.7731 	DATA 	Keypress: space
164.9469 	DATA 	Keypress: space
165.1133 	DATA 	Keypress: space
165.2634 	DATA 	Keypress: space
165.4132 	DATA 	Keypress: space
165.8635 	DATA 	Keypress: space
166.0356 	DATA 	Keypress: space
166.2193 	DATA 	Keypress: space
166.3534 	DATA 	Keypress: space
166.5225 	DATA 	Keypress: space
166.6869 	DATA 	Keypress: space
166.8571 	DATA 	Keypress: space
166.9901 	DATA 	Keypress: space
167.1468 	DATA 	Keypress: space
167.3138 	DATA 	Keypress: space
167.4802 	DATA 	Keypress: space
167.6302 	DATA 	Keypress: space
167.8142 	DATA 	Keypress: space
167.9810 	DATA 	Keypress: space
168.1575 	DATA 	Keypress: space
168.3207 	DATA 	Keypress: space
168.4806 	DATA 	Keypress: space
168.6478 	DATA 	Keypress: space
168.8137 	DATA 	Keypress: space
168.9963 	DATA 	Keypress: space
169.1475 	DATA 	Keypress: space
169.2977 	DATA 	Keypress: space
169.4802 	DATA 	Keypress: space
169.6378 	DATA 	Keypress: space
169.7740 	DATA 	Keypress: space
169.9234 	DATA 	Keypress: space
170.1208 	DATA 	Keypress: space
170.2555 	DATA 	Keypress: space
170.4389 	DATA 	Keypress: space
170.5735 	DATA 	Keypress: space
170.7230 	DATA 	Keypress: space
170.8803 	DATA 	Keypress: space
172.6128 	EXP 	text_3: autoDraw = True
174.9418 	DATA 	Keypress: space
174.9430 	EXP 	New trial (rep=0, index=5): OrderedDict([('sndfile', './stimuli_1/tmp/medium_110_1.wav'), ('tempo', 110), ('cond', 'medium'), ('delay', 1.6223651347148935)])
174.9696 	EXP 	text_3: autoDraw = False
177.0318 	DATA 	Keypress: space
177.2154 	DATA 	Keypress: space
177.3818 	DATA 	Keypress: space
177.6315 	DATA 	Keypress: space
177.7817 	DATA 	Keypress: space
177.9147 	DATA 	Keypress: space
178.0820 	DATA 	Keypress: space
178.2071 	DATA 	Keypress: space
178.3890 	DATA 	Keypress: space
178.5249 	DATA 	Keypress: space
178.6586 	DATA 	Keypress: space
178.8222 	DATA 	Keypress: space
178.9591 	DATA 	Keypress: space
179.0933 	DATA 	Keypress: space
179.2892 	DATA 	Keypress: space
179.4219 	DATA 	Keypress: space
179.5229 	DATA 	Keypress: space
179.6893 	DATA 	Keypress: space
179.8087 	DATA 	Keypress: space
179.9419 	DATA 	Keypress: space
180.1067 	DATA 	Keypress: space
180.2728 	DATA 	Keypress: space
180.3739 	DATA 	Keypress: space
180.5405 	DATA 	Keypress: space
180.6899 	DATA 	Keypress: space
180.8557 	DATA 	Keypress: space
180.9917 	DATA 	Keypress: space
181.1094 	DATA 	Keypress: space
181.2563 	DATA 	Keypress: space
181.4217 	DATA 	Keypress: space
181.5595 	DATA 	Keypress: space
181.7225 	DATA 	Keypress: space
181.8392 	DATA 	Keypress: space
182.0057 	DATA 	Keypress: space
182.1413 	DATA 	Keypress: space
182.2895 	DATA 	Keypress: space
182.4433 	DATA 	Keypress: space
182.5999 	DATA 	Keypress: space
182.7500 	DATA 	Keypress: space
182.8824 	DATA 	Keypress: space
183.0333 	DATA 	Keypress: space
183.2002 	DATA 	Keypress: space
183.3493 	DATA 	Keypress: space
183.5167 	DATA 	Keypress: space
183.6494 	DATA 	Keypress: space
183.7833 	DATA 	Keypress: space
183.9497 	DATA 	Keypress: space
184.0825 	DATA 	Keypress: space
184.3741 	DATA 	Keypress: space
184.5248 	DATA 	Keypress: space
184.6663 	DATA 	Keypress: space
184.8331 	DATA 	Keypress: space
185.0004 	DATA 	Keypress: space
185.1337 	DATA 	Keypress: space
185.2836 	DATA 	Keypress: space
185.4506 	DATA 	Keypress: space
185.6169 	DATA 	Keypress: space
185.7494 	DATA 	Keypress: space
185.9337 	DATA 	Keypress: space
187.5811 	EXP 	text_3: autoDraw = True
188.3844 	DATA 	Keypress: space
188.3857 	EXP 	New trial (rep=0, index=6): OrderedDict([('sndfile', './stimuli_1/tmp/weak_95_1.wav'), ('tempo', 95), ('cond', 'weak'), ('delay', 1.9726481258285025)])
188.3980 	EXP 	text_3: autoDraw = False
190.8930 	DATA 	Keypress: space
191.0921 	DATA 	Keypress: space
191.3740 	DATA 	Keypress: space
191.5399 	DATA 	Keypress: space
191.6574 	DATA 	Keypress: space
191.9910 	DATA 	Keypress: space
192.1271 	DATA 	Keypress: space
192.2738 	DATA 	Keypress: space
192.3933 	DATA 	Keypress: space
192.5776 	DATA 	Keypress: space
192.7249 	DATA 	Keypress: space
192.8946 	DATA 	Keypress: space
193.0274 	DATA 	Keypress: space
193.2926 	DATA 	Keypress: space
193.4410 	DATA 	Keypress: space
193.6246 	DATA 	Keypress: space
193.7417 	DATA 	Keypress: space
193.8952 	DATA 	Keypress: space
194.0593 	DATA 	Keypress: space
194.2257 	DATA 	Keypress: space
194.3743 	DATA 	Keypress: space
194.5100 	DATA 	Keypress: space
194.6572 	DATA 	Keypress: space
194.8414 	DATA 	Keypress: space
195.0259 	DATA 	Keypress: space
195.1260 	DATA 	Keypress: space
195.2927 	DATA 	Keypress: space
195.4770 	DATA 	Keypress: space
195.6415 	DATA 	Keypress: space
195.7771 	DATA 	Keypress: space
195.9424 	DATA 	Keypress: space
196.1269 	DATA 	Keypress: space
196.2938 	DATA 	Keypress: space
196.4588 	DATA 	Keypress: space
196.6249 	DATA 	Keypress: space
196.7932 	DATA 	Keypress: space
196.9584 	DATA 	Keypress: space
197.0936 	DATA 	Keypress: space
197.2947 	DATA 	Keypress: space
197.4774 	DATA 	Keypress: space
197.6431 	DATA 	Keypress: space
197.8105 	DATA 	Keypress: space
197.9942 	DATA 	Keypress: space
198.1611 	DATA 	Keypress: space
198.3259 	DATA 	Keypress: space
198.4614 	DATA 	Keypress: space
198.6624 	DATA 	Keypress: space
198.8255 	DATA 	Keypress: space
199.0104 	DATA 	Keypress: space
199.1284 	DATA 	Keypress: space
199.3436 	DATA 	Keypress: space
199.5097 	DATA 	Keypress: space
199.6755 	DATA 	Keypress: space
201.3905 	EXP 	text_3: autoDraw = True
203.3601 	DATA 	Keypress: space
203.3613 	EXP 	New trial (rep=0, index=7): OrderedDict([('sndfile', './stimuli_1/tmp/medium_105_2.wav'), ('tempo', 105), ('cond', 'medium'), ('delay', 0.8825097572066065)])
203.3898 	EXP 	text_3: autoDraw = False
205.5522 	DATA 	Keypress: space
205.7202 	DATA 	Keypress: space
205.8538 	DATA 	Keypress: space
206.0537 	DATA 	Keypress: space
206.2534 	DATA 	Keypress: space
206.4097 	DATA 	Keypress: space
206.5703 	DATA 	Keypress: space
206.7198 	DATA 	Keypress: space
206.8698 	DATA 	Keypress: space
207.0030 	DATA 	Keypress: space
207.1529 	DATA 	Keypress: space
207.2944 	DATA 	Keypress: space
207.4627 	DATA 	Keypress: space
207.6113 	DATA 	Keypress: space
207.7447 	DATA 	Keypress: space
207.9096 	DATA 	Keypress: space
208.0637 	DATA 	Keypress: space
208.2370 	DATA 	Keypress: space
208.4028 	DATA 	Keypress: space
208.5706 	DATA 	Keypress: space
208.7215 	DATA 	Keypress: space
208.9043 	DATA 	Keypress: space
209.0537 	DATA 	Keypress: space
209.2375 	DATA 	Keypress: space
209.3798 	DATA 	Keypress: space
209.5444 	DATA 	Keypress: space
209.7121 	DATA 	Keypress: space
209.8613 	DATA 	Keypress: space
210.0286 	DATA 	Keypress: space
210.1978 	DATA 	Keypress: space
210.3791 	DATA 	Keypress: space
210.5772 	DATA 	Keypress: space
210.7461 	DATA 	Keypress: space
210.9107 	DATA 	Keypress: space
211.0926 	DATA 	Keypress: space
211.2377 	DATA 	Keypress: space
211.4206 	DATA 	Keypress: space
211.5710 	DATA 	Keypress: space
211.7555 	DATA 	Keypress: space
211.9375 	DATA 	Keypress: space
212.0868 	DATA 	Keypress: space
212.2705 	DATA 	Keypress: space
212.4301 	DATA 	Keypress: space
212.6043 	DATA 	Keypress: space
212.7869 	DATA 	Keypress: space
212.9542 	DATA 	Keypress: space
213.1381 	DATA 	Keypress: space
213.3210 	DATA 	Keypress: space
213.4881 	DATA 	Keypress: space
213.6545 	DATA 	Keypress: space
213.8214 	DATA 	Keypress: space
215.2529 	EXP 	text_3: autoDraw = True
216.4490 	DATA 	Keypress: space
216.4512 	EXP 	New trial (rep=0, index=8): OrderedDict([('sndfile', './stimuli_1/tmp/strong_90_2.wav'), ('tempo', 90), ('cond', 'strong'), ('delay', 1.29545815814535)])
216.4763 	EXP 	text_3: autoDraw = False
218.9124 	DATA 	Keypress: space
219.3122 	DATA 	Keypress: space
219.4387 	DATA 	Keypress: space
219.5885 	DATA 	Keypress: space
219.9386 	DATA 	Keypress: space
220.0725 	DATA 	Keypress: space
220.2053 	DATA 	Keypress: space
220.5991 	DATA 	Keypress: space
220.7627 	DATA 	Keypress: space
220.8820 	DATA 	Keypress: space
221.0160 	DATA 	Keypress: space
221.2454 	DATA 	Keypress: space
221.4294 	DATA 	Keypress: space
221.5654 	DATA 	Keypress: space
221.7139 	DATA 	Keypress: space
221.8798 	DATA 	Keypress: space
222.0157 	DATA 	Keypress: space
222.1968 	DATA 	Keypress: space
222.3457 	DATA 	Keypress: space
222.5290 	DATA 	Keypress: space
222.7136 	DATA 	Keypress: space
222.8805 	DATA 	Keypress: space
222.9979 	DATA 	Keypress: space
